id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,State
AVwc0YsK_7pvs4fzzSvM,2015-09-13T02:53:02Z,2019-04-14T07:18:28Z,148 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Seal Beach,US,us/ca/sealbeach/148mainst/-695527346,33.741276,-118.104753,,2.75,2.75,USD,"2018-02-12T19:07:43.771Z,2018-01-19T01:37:35.483Z,2018-01-14T18:40:46.710Z,2018-01-20T01:36:17.192Z,2015-10-23T03:11:25Z",,Cheese Pizza,zpizza,90740,USD,0,25,CA
AVwcgpH0_7pvs4fzv281,2016-04-05T02:36:09Z,2019-04-14T06:22:10Z,6050 Gull Rd,"Restaurant,Spa,Pizza Place",Accommodation & Food Services,Kalamazoo,US,us/mi/kalamazoo/6050gullrd/-1147771441,42.320011,-85.52716,,17.25,17.25,USD,"2018-02-17T06:53:43.919Z,2018-01-18T15:26:24.273Z,2018-01-19T12:07:59.209Z,2018-01-21T01:31:20.036Z,2018-01-13T20:23:11.905Z,2017-12-18T02:27:43.908Z,2017-12-09T01:28:25.409Z,2016-04-05T02:36:09Z,2016-05-05T00:33:22Z",,Cheese Pizza,Jaspares Pizza Fine Italian Food,49048,USD,0,25,MI
AVwdQOBNIN2L1WUft23V,2016-01-05T23:50:59Z,2019-04-14T06:19:27Z,151 Calhoun St,"Pizza Place Radcliffeborough,Pizza Place",Accommodation & Food Services,Charleston,US,us/sc/charleston/151calhounst/-1097774880,32.785633,-79.936788,,15.99,15.99,USD,"2017-10-26T10:49:00.000Z,2018-01-11T14:49:27.151Z,2018-01-20T03:27:09.238Z,2018-01-19T17:46:25.756Z,2018-01-19T00:35:43.143Z,2017-12-16T15:55:00.000Z,2018-03-31T02:12:42.230Z",,Cheese Pizza,Sabatinos NYC Pizza,29401,USD,0,25,SC
AVwcnkKN_7pvs4fzxHf-,2016-03-21T00:07:27Z,2019-04-14T06:15:41Z,202 W Dickson St,"Pizza,Restaurant,Karaoke,Pizza Place,Restaurants",Accommodation & Food Services,Fayetteville,US,us/ar/fayetteville/202wdicksonst/-137215830,36.066691,-94.161982,,3.29,3.29,USD,"2018-05-13T11:45:18.515Z,2018-05-19T20:19:04.855Z,2018-06-14T08:45:28.502Z,2018-05-06T02:27:52.742Z,2018-06-17T17:20:03.571Z,2018-05-01T04:31:02.052Z,2018-06-24T15:42:52.829Z",Pizza sauce and fresh mozzarella cheese 6ampquot,Cheese Pizza,US Pizza Co,72701,USD,0,25,AR
AVwcke8NkufWRAb5wooA,2016-03-11T19:36:22Z,2019-04-14T05:30:14Z,40 E Central Ave,Pizza Place,Accommodation & Food Services,Springboro,US,us/oh/springboro/40ecentralave/-965651577,39.556702,-84.231999,,14.99,2.29,USD,"2018-01-18T22:00:54.141Z,2016-05-05T00:32:19Z",,Cheese Pizza,Carmelas Pizzeria Springboro,45066,USD,0,25,OH
AVwdQtv3ByjofQCxnPa1,2016-06-05T20:01:07Z,2019-04-12T14:03:19Z,13976 W Beloit Rd,Pizza Place,Accommodation & Food Services,New Berlin,US,us/wi/newberlin/13976wbeloitrd/-910292621,42.955455,-88.08882,,12.19,12.19,USD,"2017-12-10T03:29:10.772Z,2018-01-19T13:08:30.665Z,2018-01-19T15:19:46.514Z,2017-12-19T01:33:15.647Z,2017-10-28T13:31:51.919Z,2017-10-07T15:49:11.259Z,2018-01-17T09:27:11.191Z,2016-06-05T20:01:07Z,2018-04-04T21:14:51.008Z",,Cheese Pizza,Crossroads II,53151,USD,0,25,WI
AVwdUuPy_7pvs4fz4rKf,2016-06-08T16:09:11Z,2019-04-12T13:38:42Z,310 E Monroe St,Pizza Place,Accommodation & Food Services,Decatur,US,us/in/decatur/310emonroest/232974355,40.831812,-84.919766,,5.59,5.59,USD,"2018-01-18T20:21:16.429Z,2018-01-20T07:10:42.711Z,2018-01-19T07:09:00.194Z,2018-01-18T18:36:55.963Z",,Cheese Pizza,Pizza King Decatur,46733,USD,0,25,IN
AVzGArdoLD2H7whiWYnX,2017-06-20T14:58:05Z,2019-04-12T06:56:52Z,1 Galleria Pkwy SE,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Atlanta,US,us/ga/atlanta/1galleriapkwyse/1969042701,33.883979,-84.466753,,7.75,7.75,USD,"2018-01-23T15:50:22.185Z,2017-12-06T18:48:57.525Z,2018-02-10T10:16:30.386Z,2018-01-22T11:46:02.903Z,2018-01-20T18:21:29.076Z,2018-01-20T03:38:23.296Z,2018-04-07T05:01:34.865Z,2017-12-15T21:54:47.949Z,2017-10-17T05:42:52.534Z,2018-03-01T21:26:06.966Z,2018-01-10T19:53:41.405Z",,Cheese Pizza,Buckhead Pizza Co,30339,USD,25,40,GA
AVzGArdoLD2H7whiWYnX,2017-06-20T14:58:05Z,2019-04-12T06:56:52Z,1 Galleria Pkwy SE,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Atlanta,US,us/ga/atlanta/1galleriapkwyse/1969042701,33.883979,-84.466753,,16.75,16.75,USD,"2018-01-23T15:50:22.185Z,2017-12-06T18:48:57.525Z,2018-02-10T10:16:30.386Z,2018-01-22T11:46:02.903Z,2018-01-20T18:21:29.076Z,2018-04-07T05:01:34.865Z,2018-01-20T03:38:23.297Z,2017-12-15T21:54:47.949Z,2017-10-17T05:42:52.534Z,2018-03-01T21:26:06.966Z,2018-01-10T19:53:41.406Z",,Cheese Pizza,Buckhead Pizza Co,30339,USD,25,40,GA
AVwdmXiR_7pvs4fz7erH,2016-04-09T08:00:04Z,2019-04-12T06:46:59Z,3105 E Henrietta Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Henrietta,US,us/ny/henrietta/3105ehenriettard/-321038080,43.059261,-77.612875,,6.99,6.99,USD,"2018-05-07T11:40:40.421Z,2018-04-25T18:31:53.096Z,2018-05-26T18:05:25.670Z,2018-04-13T03:25:38.010Z,2018-06-28T18:43:15.014Z",,Cheese Pizza,Guys Pizza Co,14467,USD,0,25,NY
AWEKZmPk3-Khe5l_ekay,2018-01-18T17:41:43Z,2019-04-12T06:13:58Z,4862 W Hildebrand Blvd,"Burger Joint,Pizza Place",Accommodation & Food Services,Kennewick,US,us/wa/kennewick/4862whildebrandblvd/745647468,46.178327,-119.186241,,5,5,USD,"2018-01-18T14:38:41.590Z,2018-01-19T09:02:29.452Z,2018-01-19T23:11:32.373Z,2018-01-18T17:43:45.504Z",,Cheese Pizza,The Rock Wood Fired Pizza,99338,USD,0,25,WA
AWEKZmPk3-Khe5l_ekay,2018-01-18T17:41:43Z,2019-04-12T06:13:58Z,4862 W Hildebrand Blvd,"Burger Joint,Pizza Place",Accommodation & Food Services,Kennewick,US,us/wa/kennewick/4862whildebrandblvd/745647468,46.178327,-119.186241,,9.95,9.95,USD,"2018-01-18T14:38:41.593Z,2018-01-19T09:02:29.456Z,2018-01-19T23:11:32.376Z,2018-01-18T17:43:45.507Z",,Cheese Pizza,The Rock Wood Fired Pizza,99338,USD,0,25,WA
AVwdU-3OIN2L1WUfupgx,2016-03-29T05:09:14Z,2019-04-10T09:34:13Z,32218 Woodward Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Royal Oak,US,us/mi/royaloak/32218woodwardave/-1325405589,42.526497,-83.194039,,7.99,7.99,USD,"2018-01-28T03:50:27.788Z,2018-01-19T16:19:23.001Z,2018-01-21T18:19:04.874Z,2018-01-21T17:23:23.526Z,2018-01-28T00:27:37.940Z,2017-12-15T00:05:49.105Z,2017-12-06T08:47:09.896Z,2017-10-24T17:36:37.822Z,2016-03-29T05:09:14Z",,Cheese Pizza,Buddys Pizzeria,48073,USD,0,25,MI
AVzA9AxDFcQ3k02bBZL5,2017-06-19T15:23:58Z,2019-04-10T09:33:37Z,71 Division St,Pizza Place,Accommodation & Food Services,Troy,US,us/ny/troy/71divisionst/-778905544,42.72616,-73.690946,,8,8,USD,"2018-01-18T14:58:25.223Z,2017-12-19T22:12:00.000Z,2018-04-05T22:25:51.760Z,2017-12-10T21:08:00.000Z,2018-01-20T06:12:03.189Z,2018-02-18T18:42:13.813Z,2018-01-19T00:54:00.223Z,2018-04-09T19:20:06.618Z,2017-10-28T03:52:00.000Z",,Cheese Pizza,The Red Front,12180,USD,25,40,NY
AVwdSzh4_7pvs4fz4W3A,2015-10-23T04:06:41Z,2019-04-10T08:49:48Z,104 W Girard Ave,"Diner and Pizza Place,Diner,Pizza Place,Diner and Pizza Place Northern Liberties - Fishtown",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/104wgirardave/486109426,39.968918,-75.136361,,7,7,USD,2016-03-22T04:13:00.000Z,,Cheese Pizza,Paradise Restaurant Pizzeria,19123,USD,0,25,PA
AVzA3XKeFcQ3k02bBYi_,2017-06-19T14:59:17Z,2019-04-10T08:44:26Z,936 2nd Ave,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/9362ndave/978972883,40.754666,-73.968762,,13,13,USD,"2018-06-29T09:35:17.840Z,2018-06-28T20:00:55.271Z,2018-04-04T05:08:27.001Z",Our Homemade Tomato Sauce Topped with Mozzarella,Cheese Pizza,Abitinos Pizzeria,10022,USD,0,25,NY
AVzBFgxG-gnIPe8DSjb9,2017-06-19T16:01:06Z,2019-04-10T08:44:06Z,1424 Westover Ter,"Restaurant,Bar,Pizza Place",Accommodation & Food Services,Greensboro,US,us/nc/greensboro/1424westoverter/348880352,36.09164,-79.814653,,4.95,4.95,USD,"2018-01-18T22:42:01.954Z,2018-01-19T05:56:18.890Z,2018-01-19T23:25:01.902Z,2018-01-19T20:26:10.752Z,2018-01-09T22:48:19.151Z,2017-12-14T23:03:55.752Z,2017-12-06T05:35:48.717Z,2017-10-21T09:14:00.014Z,2017-10-22T08:58:48.635Z",,Cheese Pizza,Brixx Wood Fired Pizza,27408,USD,0,25,NC
AVwchvL2ByjofQCxfOBQ,2015-10-23T03:41:28Z,2019-04-10T08:42:41Z,3638 El Cajon Blvd,"Pizza Place Normal Heights,Pizza Place",Accommodation & Food Services,San Diego,US,us/ca/sandiego/3638elcajonblvd/-829286406,32.755574,-117.114869,,8.99,8.99,USD,"2018-01-25T16:36:20.500Z,2018-01-19T16:04:44.292Z,2018-01-20T02:29:54.485Z,2018-01-15T18:21:24.637Z,2016-03-24T10:22:00.000Z",,Cheese Pizza,Giant Pizza King,92104,USD,0,25,CA
AVwddbAikufWRAb56IMh,2015-12-02T18:19:26Z,2019-04-10T08:41:41Z,226 4th Ave,"Pizza Place Gowanus,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/2264thave/-1673663891,40.677378,-73.983129,,12,12,USD,"2018-02-17T06:51:38.284Z,2018-01-18T23:32:19.274Z,2018-01-26T00:25:09.407Z,2018-01-24T11:04:48.938Z,2018-01-13T19:25:52.227Z,2017-12-18T02:41:00.000Z,2017-12-09T01:33:00.000Z,2016-03-26T04:28:00.000Z",,Cheese Pizza,Tomato and Basil,11215,USD,0,25,NY
AVwco_UVkufWRAb5xbcN,2016-05-04T01:34:38Z,2019-04-10T08:38:45Z,616 Virginia Beach Blvd,Pizza Place,Accommodation & Food Services,Virginia Beach,US,us/va/virginiabeach/616virginiabeachblvd/736049453,36.844691,-75.982375,,8.99,8.99,USD,"2018-03-31T06:00:11.860Z,2018-01-26T11:34:37.386Z,2018-01-20T23:03:14.266Z,2018-01-22T04:48:06.766Z,2018-01-21T22:10:21.532Z,2017-12-17T03:40:05.560Z,2017-12-11T18:00:46.871Z,2017-10-26T21:06:19.109Z,2016-05-04T01:34:38Z",,Cheese Pizza,Beach Bella Pizza,23451,USD,0,25,VA
AVwclJZEkufWRAb5wwA_,2015-11-15T18:17:23Z,2019-04-09T16:56:49Z,3910 Ruckriegel Pkwy,"Pizza Place,Pizza Place East Louisville","Accommodation & Food Services,Management of Companies & Enterprises",Louisville,US,us/ky/louisville/3910ruckriegelpkwy/-767210258,38.190252,-85.567658,,14.95,14.95,USD,"2018-02-27T01:04:22.126Z,2018-01-22T08:15:29.904Z,2018-01-18T14:06:26.570Z,2018-01-22T20:48:47.294Z,2018-01-19T06:27:05.898Z,2018-01-17T01:13:48.362Z,2017-12-20T00:08:00.000Z,2017-12-10T13:42:00.000Z",,Cheese Pizza,Chubby Rays Original Louisville Pizza Company,40299,USD,25,40,KY
AVwclJZEkufWRAb5wwA_,2015-11-15T18:17:23Z,2019-04-09T16:56:49Z,3910 Ruckriegel Pkwy,"Pizza Place,Pizza Place East Louisville","Accommodation & Food Services,Management of Companies & Enterprises",Louisville,US,us/ky/louisville/3910ruckriegelpkwy/-767210258,38.190252,-85.567658,,11.95,11.95,USD,"2018-02-27T01:04:22.093Z,2018-01-22T08:15:29.899Z,2018-01-18T14:06:26.565Z,2018-01-22T20:48:47.280Z,2018-01-19T06:27:05.891Z,2018-01-17T01:13:48.356Z,2017-12-20T00:08:00.000Z,2017-12-10T13:42:00.000Z",,Cheese Pizza,Chubby Rays Original Louisville Pizza Company,40299,USD,25,40,KY
AVwdpS-3ByjofQCxrKQA,2016-03-22T19:09:39Z,2019-04-09T14:49:00Z,1133 Emmet St N,"Pizza,Restaurant,Pizza Place,Pizza Place Barracks Road,Restaurants",Accommodation & Food Services,Charlottesville,US,us/va/charlottesville/1133emmetstn/348880352,38.051919,-78.500545,,4.95,4.95,USD,"2018-04-10T01:36:39.631Z,2018-01-23T14:28:00.469Z,2018-01-18T18:03:14.287Z,2017-12-21T16:09:00.000Z,2017-12-12T05:22:00.000Z,2018-04-06T02:50:29.553Z,2018-01-19T03:48:23.176Z,2018-02-27T11:22:50.455Z",,Cheese Pizza,Brixx Wood Fired Pizza,22903,USD,25,40,VA
AV4rBnBz3-Khe5l_R6YL,2017-08-28T22:46:35Z,2019-04-05T06:03:37Z,500 S Memorial Dr,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,New Castle,US,us/in/newcastle/500smemorialdr/-2068016097,39.928051,-85.381193,,0,0,USD,"2018-01-29T19:12:08.385Z,2018-04-08T15:20:11.311Z,2018-04-11T10:41:42.041Z,2018-06-23T09:56:38.183Z,2018-02-16T23:42:04.171Z,2018-04-26T14:50:08.404Z,2018-02-01T16:02:43.595Z",,Cheese Pizza,Pizza King,47362,USD,0,25,IN
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,1,1,USD,2018-01-19T00:47:00.282Z,,Cheese Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,9.99,9.99,USD,2018-02-27T01:06:08.791Z,,Cheese Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,12.95,12.95,USD,"2018-01-20T09:24:29.969Z,2018-01-18T23:59:08.236Z,2017-12-11T02:34:50.972Z,2017-12-11T02:34:50.983Z,2018-01-18T16:45:46.897Z,2018-01-20T21:29:20.081Z,2018-01-18T23:59:08.262Z,2018-01-20T21:29:20.057Z,2016-03-21T01:42:04Z,2018-04-05T21:24:21.841Z,2018-04-02T01:09:04.159Z,2018-01-18T16:45:46.919Z,2018-01-18T22:06:00.271Z,2017-12-20T05:41:11.017Z,2018-02-18T16:21:14.334Z,2018-02-18T16:21:14.356Z,2018-04-02T01:09:04.140Z,2017-12-20T05:41:11.002Z,2018-04-05T21:24:21.817Z,2018-01-18T22:06:00.256Z,2018-01-20T09:24:29.953Z",,Cheese Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,9.95,9.95,USD,"2018-01-20T09:24:29.969Z,2018-01-18T23:59:08.235Z,2017-12-11T02:34:50.972Z,2017-12-11T02:34:50.983Z,2018-01-18T16:45:46.897Z,2018-01-20T21:29:20.081Z,2018-01-18T23:59:08.261Z,2018-01-20T21:29:20.057Z,2018-04-05T21:24:21.840Z,2018-04-02T01:09:04.159Z,2018-01-18T16:45:46.919Z,2018-01-18T22:06:00.271Z,2017-12-20T05:41:11.017Z,2018-02-18T16:21:14.334Z,2018-04-02T01:09:04.140Z,2018-02-18T16:21:14.355Z,2017-12-20T05:41:11.002Z,2018-04-05T21:24:21.817Z,2018-01-18T22:06:00.255Z,2018-01-20T09:24:29.953Z",,Cheese Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwdWTeeIN2L1WUfu4O-,2015-09-13T02:43:03Z,2019-04-04T13:09:45Z,2001 W Pacific Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Spokane,US,us/wa/spokane/2001wpacificave/-1771280063,47.655404,-117.441921,,6,6,USD,"2018-02-16T00:56:44.570Z,2017-12-06T19:25:18.046Z,2018-01-20T17:51:06.573Z,2017-10-17T06:06:15.045Z,2018-01-18T16:07:51.526Z,2018-01-10T19:19:09.622Z,2018-04-07T05:02:09.579Z,2018-01-28T04:43:07.473Z,2018-01-19T19:42:03.017Z,2018-01-19T02:42:09.932Z,2017-12-15T19:28:44.835Z",,Cheese Pizza,Pacific Ave Pizza,99201,USD,0,25,WA
AVweASj5_7pvs4fz_L8O,2016-12-01T03:14:16Z,2019-04-03T08:54:58Z,4659 Telephone Rd,Pizza Place,Accommodation & Food Services,Houston,US,us/tx/houston/4659telephonerd/631534790,29.694913,-95.299597,,4.25,4.25,USD,"2018-01-18T16:01:36.385Z,2018-01-18T13:54:53.207Z,2018-01-18T13:43:06.811Z,2018-01-12T12:56:44.556Z,2017-12-17T06:13:21.355Z,2017-10-26T08:31:11.917Z",,Cheese Pizza,Spankys Pizza Bar,77087,USD,0,25,TX
AV1v9-TPRxPSIh2RblrV,2017-07-23T15:01:43Z,2019-04-03T08:21:16Z,343 NC Highway 68 S,Pizza Place,Accommodation & Food Services,Greensboro,US,us/nc/greensboro/343nchighway68s/-225925113,36.066575,-79.959581,,7.99,7.99,USD,2017-10-29T06:33:00.000Z,,Cheese Pizza,Milanos Pizza,27409,USD,0,25,NC
AV1v9-TPRxPSIh2RblrV,2017-07-23T15:01:43Z,2019-04-03T08:21:16Z,343 NC Highway 68 S,Pizza Place,Accommodation & Food Services,Greensboro,US,us/nc/greensboro/343nchighway68s/-225925113,36.066575,-79.959581,,9.99,9.99,USD,2017-10-29T06:33:00.000Z,,Cheese Pizza,Milanos Pizza,27409,USD,0,25,NC
AVweCnySkufWRAb5_e3e,2016-11-08T02:46:27Z,2019-04-03T08:19:21Z,245 Hwy 101,"Pizza Place,Restaurants",Accommodation & Food Services,Waldport,US,us/or/waldport/245hwy101/378773311,44.424628,-124.06827,,19,19,USD,2017-12-22T00:09:14.854Z,,Cheese Pizza,Grand Central Pizza,97394,USD,0,25,OR
AVweCnySkufWRAb5_e3e,2016-11-08T02:46:27Z,2019-04-03T08:19:21Z,245 Hwy 101,"Pizza Place,Restaurants",Accommodation & Food Services,Waldport,US,us/or/waldport/245hwy101/378773311,44.424628,-124.06827,,6,6,USD,2017-12-22T00:09:14.850Z,,Cheese Pizza,Grand Central Pizza,97394,USD,0,25,OR
AVyis-k_YuCoGd6wM3YQ,2017-06-13T18:25:18Z,2019-04-03T08:14:55Z,3067 Roosevelt St,"Restaurant,Pizza Place",Accommodation & Food Services,Carlsbad,US,us/ca/carlsbad/3067rooseveltst/-2027443347,33.159453,-117.347199,,5.95,5.95,USD,"2018-04-13T03:22:52.476Z,2018-06-29T15:03:50.209Z,2018-06-15T21:02:01.602Z,2018-05-07T11:47:44.911Z,2018-05-26T12:41:26.749Z,2018-06-28T18:45:40.188Z",,Cheese Pizza,New York Pizzeria,92008,USD,0,25,CA
AVwda5xuByjofQCxo7nG,2016-04-06T02:22:49Z,2019-04-02T05:29:55Z,60 E San Francisco St,Pizza Place,Accommodation & Food Services,Santa Fe,US,us/nm/santafe/60esanfranciscost/-1028123353,35.6865,-105.939325,,9.5,9.5,USD,"2018-01-27T20:12:21.198Z,2018-01-19T17:49:51.268Z,2018-01-19T03:09:54.806Z,2016-04-06T02:22:49Z",,Cheese Pizza,Rooftop Pizza,87501,USD,0,25,NM
AVzoAt4Y3D1zeR_xCTzA,2017-06-27T05:25:21Z,2019-04-02T05:29:00Z,545 E King St,Pizza Place,Accommodation & Food Services,Franklin,US,us/in/franklin/545ekingst/1697369331,39.478095,-86.055032,,8,8,USD,"2018-02-13T18:45:10.713Z,2018-02-27T04:15:35.686Z,2018-01-19T21:04:47.865Z,2018-01-18T23:35:38.127Z,2017-12-19T23:18:36.415Z,2017-12-10T22:24:42.332Z",,Cheese Pizza,Richards Brick Oven Pizza,46131,USD,0,25,IN
AVwd8X_CkufWRAb5-m3m,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,8.9,8.9,USD,"2018-02-23T05:10:55.101Z,2018-01-27T12:41:00.786Z,2018-01-18T23:34:04.780Z,2018-01-18T15:24:11.760Z",,Cheese Pizza,Topanga Pizza and Cafe,91364,USD,0,25,CA
AVwd8X_CkufWRAb5-m3m,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,12.55,12.55,USD,"2018-02-23T05:10:55.100Z,2018-01-27T12:41:00.786Z,2018-01-18T23:34:04.780Z,2018-01-18T15:24:11.760Z",,Cheese Pizza,Topanga Pizza and Cafe,91364,USD,0,25,CA
AVwd8X_CkufWRAb5-m3m,2015-10-20T03:24:39Z,2019-04-02T05:26:59Z,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,12.55,12.55,USD,"2016-04-28T06:03:00.000Z,2015-10-20T03:25:00.000Z",Large,Cheese Pizza,Topanga Pizza and Cafe,91364,USD,0,25,CA
AVwchdIGByjofQCxfKfI,2016-07-01T15:02:48Z,2019-04-01T18:46:20Z,5909 Big Tree Rd,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Lakeville,US,us/ny/lakeville/5909bigtreerd/618421435,42.8348,-77.6983,,5.99,5.99,USD,"2017-12-20T06:27:21.477Z,2018-01-22T04:51:00.691Z,2018-04-05T18:02:41.601Z,2016-10-20T05:10:33Z,2018-02-18T15:06:19.456Z,2017-10-29T12:33:01.832Z,2017-12-11T03:33:37.882Z",,Cheese Pizza,Vincenzo's Pizza,14480,USD,0,25,NY
AV0Yziud-gnIPe8DVVAN,2017-07-06T16:49:11Z,2019-04-01T18:42:24Z,108 S Main St,"Pizza,Italian Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Saint Charles,US,us/mo/saintcharles/108smainst/314007275,38.7808,-90.4813,http://www.citysearch.com/profile/menu/601712180?singlePlatformId=frankie-toccos-pizzeria,10.25,10.25,USD,"2018-02-23T21:32:54.703Z,2018-02-14T09:17:16.167Z,2018-01-19T07:21:06.921Z,2018-01-20T10:41:34.603Z,2018-01-19T02:07:19.738Z,2018-01-20T23:42:23.168Z,2018-01-20T04:09:33.191Z,2017-12-20T06:40:00.000Z,2017-12-11T11:21:00.000Z,2017-10-29T21:10:00.000Z",,Cheese Pizza,Frankie Tocco's Pizzeria,63301,USD,0,25,MO
AVweI6uxkufWRAb5AVsJ,2015-10-23T00:57:11Z,2019-04-01T18:40:03Z,1814 State Hill Rd,"Pizza Place,Restaurants",Accommodation & Food Services,Reading,US,us/pa/reading/1814statehillrd/-268817234,40.3385,-75.9742,,8.5,8.5,USD,"2018-04-05T18:34:50.824Z,2018-01-24T22:42:46.219Z,2017-12-11T00:35:05.688Z,2017-10-29T13:02:31.605Z,2017-12-20T07:06:04.173Z",,Cheese Pizza,Original Mama's Pizza,19610,USD,0,25,PA
AVweI6uxkufWRAb5AVsJ,2015-10-23T00:57:11Z,2019-04-01T18:40:03Z,1814 State Hill Rd,"Pizza Place,Restaurants",Accommodation & Food Services,Reading,US,us/pa/reading/1814statehillrd/-268817234,40.3385,-75.9742,,14.99,14.99,USD,"2017-12-11T00:35:05.689Z,2018-04-05T18:34:50.826Z,2017-10-29T13:02:31.605Z,2018-01-24T22:42:46.221Z,2017-12-20T07:06:04.174Z",,Cheese Pizza,Original Mama's Pizza,19610,USD,0,25,PA
AVwdNsEMkufWRAb53gT_,2016-05-05T12:46:56Z,2019-04-01T15:34:50Z,1754 Central Park Dr,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Okemos,US,us/mi/okemos/1754centralparkdr/1568782142,42.727718,-84.410402,,3.5,3.5,USD,"2018-02-12T19:32:01.999Z,2018-01-19T13:22:18.928Z,2017-12-09T16:50:02.730Z,2017-10-28T06:27:41.785Z,2016-05-07T22:16:26Z,2016-05-05T12:46:56Z",,Cheese Pizza,Guidos Premium Pizza,48864,USD,0,25,MI
AVwcwc3K_7pvs4fzyoqS,2016-03-24T09:44:40Z,2019-04-01T15:12:01Z,6002 Washington Ave,"Pizza,Restaurant,Buffet,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,us/tx/houston/6002washingtonave/1476278484,29.770742,-95.417685,http://www.singlepage.com/candelaris-pizzeria-3,7.5,7.5,USD,"2018-01-19T02:34:54.212Z,2018-01-20T05:46:24.253Z,2018-01-19T12:33:49.134Z,2018-01-21T18:16:03.760Z,2018-01-12T09:40:53.887Z,2017-12-17T08:36:25.362Z,2017-12-08T19:19:36.162Z,2017-10-27T01:42:13.241Z",,Cheese Pizza,Candelaris Pizzeria,77007,USD,25,40,TX
AWEM-bzia4HuVbedMik0,2018-01-19T05:46:15Z,2019-04-01T15:07:53Z,53rd and Haverford,Pizza Place,Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/53rdandhaverford/446179995,39.964745,-75.224059,,14.5,14.5,USD,"2018-03-31T06:06:14.686Z,2018-01-21T19:16:14.709Z,2018-01-18T13:40:30.751Z",,Cheese Pizza,Petes Pizza,19139,USD,0,25,PA
AVweRPSQIN2L1WUf3c8T,2016-03-28T05:44:20Z,2019-04-01T15:06:24Z,605 N Pottstown Pike,Pizza Place,Accommodation & Food Services,Exton,US,us/pa/exton/605npottstownpike/819433892,40.050748,-75.636013,,9.95,9.95,USD,2016-03-28T05:44:20Z,With plum tomato sauce and mozzarella,Cheese Pizza,Roccos Pizza Restaurant,19341,USD,0,25,PA
